,0
0,1.21810458
1,0.00597596529
2,1.92262835
3,6.74151848
4,19.9414681
5,1.91902901
6,4.53113866
7,6.70550147
8,1.55684929
9,5.92959609
10,4.39840244
11,1.08854935
12,0.113539519
13,0.544174666
14,1.37958895
15,8.73831786
16,17.4323565
17,3.64282903
18,2.86658429
19,0.523096929
20,21.9889048
21,38.3936343
22,48.5459883
23,29.6412606
24,3.6522452
25,11.1616212
26,1.06856704
27,3.01610376
28,5.59942287
29,6.43482106
30,11.6519105
31,12.2908548
32,30.1006606
33,0.0394135511
34,3.15602592
35,0.00134351216
36,0.429263722
37,13.4824922
38,12.4120952
39,3.62767977
40,18.3890449
41,55.0410648
42,19.7948799
43,122.902606
44,17.6584407
45,13.1392364
46,5.18457874
47,6.6409112
48,22.8107404
49,22.8382013
50,0.120788694
51,7.91790794
52,0.0101226694
53,0.0728739535
54,0.0917757801
55,0.0960263746
56,0.0375764141
57,0.436034792
58,0.117580479
59,0.00731982492
60,0.00313872242
61,0.0164116962
62,0.01539248
63,0.0675462328
64,0.0427375856
65,0.00406192372
66,0.0183523763
67,0.00644804775
68,0.0471503282
69,0.0124274876
70,0.0504743626
71,0.00784101505
72,0.169039312
73,0.114986111
74,0.0238820872
75,0.285102549
76,0.00646275684
77,0.0499068445
78,0.232277041
79,0.234709261
80,0.138659722
81,0.401026803
82,0.0126243817
83,0.66725069
84,0.711111729
85,0.13372579
86,0.719659247
87,1.44726375
88,0.249789027
89,0.0155198821
90,1.33991017
91,0.821743008
92,2.48723483
93,1.60545072
94,3.58927385
95,2.97767468
96,0.958097912
97,0.0519105308
98,1.60384082
99,5.7051318
100,6.50767185
101,15.9024471
102,5.75157563
103,3.11325555
104,14.0750914
105,21.0836284
106,22.1983187
107,9.47429559
108,21.0279904
109,2.81353984
110,3.35870513
111,5.81417236
112,1.80594447
113,2.02087351
114,5.1792377
115,6.54835923
116,2.61934369
117,10.1461798
118,0.307227938
119,33.0042964
120,0.681187023
121,0.900881622
122,18.7858351
123,27.0856904
124,0.851422994
125,6.76677648
126,10.6741582
127,21.8916336
128,21.6766122
129,8.54622443
130,7.81281143
131,4.24238827
132,6.70589455
133,19.9925586
134,24.8942182
135,0.628397157
136,3.91495876
137,18.3549347
138,12.1939397
139,0.601195408
140,41.9867217
141,4.60849462
142,2.33633015
143,4.96686688
144,5.09160434
145,4.84880123
146,0.0263295956
147,25.616083
148,0.0132115891
149,0.000837378758
150,0.125204911
151,0.00248769817
152,0.266585361
153,0.00261683743
154,0.0135348428
155,0.00118333304
156,0.162644426
157,0.0335487731
158,0.140872927
159,0.571363299
160,0.0621135792
161,0.0176342922
162,4.30110019
163,1.81624361
164,0.938415806
165,0.201653418
166,0.25302608
167,2.63777317
168,0.286480808
169,21.9593915
170,7.2631357
171,10.9617633
172,2.0153132
173,1.63443607
174,5.40933327
175,0.153732539
176,0.261599078
177,0.186776105
178,0.336306578
179,1.25349686
180,6.43844032
181,1.91312671
182,0.150942666
183,3.09789563
184,1.22544525
185,0.0362979928
186,23.1272534
187,3.35755738
188,3.26609663
189,0.997743103
190,7.1844082
191,0.659228416
192,1.41622306
193,35.9091459
194,8.24344441
195,0.0943416567
196,2.64123561
197,5.59345073
198,0.168477469
199,0.0487632377
200,3.27512816
201,3.15252468
202,3.69491665
203,8.25036674
204,5.74461299
205,7.27746947
206,0.10249029
207,0.0936682791
208,0.0496265601
209,1.4326417
210,1.09070801
211,0.188480628
212,2.88898238
213,0.00201411004
214,2.73243588
215,0.487930382
216,0.422481997
217,0.282051039
218,0.794318102
219,2.0524634
220,3.34962765
221,4.25032354
222,4.30151992
223,0.411742123
224,3.56995959
225,1.41573186
226,0.00762223095
227,3.72154297
228,1.73256018
229,0.0528777437
230,0.188885883
231,0.270489654
232,9.29532828
233,5.13186384
234,2.44597881
235,0.307391996
236,2.49406242
237,0.672163775
238,0.741991662
239,4.21463823
240,0.167416095
241,1.50586925
242,0.631047669
243,0.0352892004
244,0.0884285816
245,4.16490002
246,0.82051659
247,16.3241482
248,2.35350197
249,0.460189404
250,0.0117209856
251,1.10241938
252,1.46102305
253,0.719308659
254,3.28823412
255,1.30353956
256,0.564606707
257,2.56278851
258,1.8913061
259,0.154446454
260,0.228945594
261,3.50024417
262,0.147988909
263,1.06502075
264,1.12798503
265,0.0050124586
266,0.330402306
267,0.0566912336
268,0.899659418
269,0.0159006983
270,1.18707362
271,1.90494993
272,0.300641542
273,1.23196766
274,0.0645928225
275,0.11045639
276,0.0779284549
277,0.622548912
278,0.690367438
279,2.06602708
280,0.0503932887
281,0.00977520927
282,0.190790311
283,0.413373216
284,2.75727035
285,0.440588603
286,2.97517864
287,2.46833404
288,0.00357235255
289,0.845510202
290,0.802621123
291,0.879377364
292,0.947957985
293,2.56201668
294,1.71287054
295,1.53337454
296,0.43938894
297,0.203192782
298,1.36913191
299,0.0180548347
300,0.103360098
301,0.369903648
302,0.373077117
303,0.3939502
304,0.335813185
305,0.433096207
306,0.726050195
307,0.0215223701
308,0.000733372304
309,0.00234917737
310,0.674027203
311,0.0182741978
312,2.16160095
313,0.603565896
314,2.25429182
315,0.910977697
316,0.222526153
317,0.288329295
318,0.873652381
319,0.0326925157
320,0.0791734042
321,0.033521787
322,0.0098748145
323,0.00523622286
324,0.0469858638
325,0.00239284155
326,0.0222907201
327,0.171710122
328,0.0557951341
329,1.13133072
330,0.279222715
331,0.297372754
332,0.416610154
333,0.326058823
334,0.259625621
335,1.40846752
336,0.150350595
337,0.0176926656
338,0.225944002
339,0.0360675109
340,0.14376391
341,0.508499669
342,0.667551822
343,0.07460083
344,1.07217947
345,0.0234547113
346,0.418438026
347,0.100425219
348,0.10702696
349,0.419373851
350,0.082441845
351,1.39985746
352,0.577982413
353,0.154041778
354,0.318779535
355,0.115158683
356,0.00119757897
357,0.0306135464
358,0.000668281506
359,0.356562341
360,0.0465677535
361,0.0124633919
362,0.458031098
363,0.900470505
364,0.110653284
365,0.445022194
366,1.0333427
367,0.126540316
368,0.71967662
369,2.94100606
370,1.95484149
371,1.35095709
372,0.00449844941
373,0.012400849
374,0.948293748
375,0.653900116
376,1.23587253
377,1.09155384
378,0.578527925
379,0.678186416
380,1.0199597
381,1.08698937
382,2.22476351
383,0.0130135369
384,0.485963411
385,0.0693692399
386,0.526839769
387,0.377603363
388,0.44373775
389,0.196861596
390,0.385681809
391,0.580110027
392,2.85545793
393,1.5349893
394,0.400072446
395,0.442104688
396,0.230433186
397,0.925798026
398,1.54137214
399,0.48556499
400,0.196999422
401,1.89444598
402,0.769445638
403,0.349155651
404,0.830065834
405,0.300039857
406,0.684423323
407,0.616447398
408,0.422118786
409,0.482904604
410,0.433875675
411,0.390737353
412,0.0924799657
413,0.896024175
414,0.0723492889
415,0.0748220463
416,0.270432786
417,1.38960321
418,0.143878109
419,3.26918903
420,5.22697119
421,0.29865465
422,0.0437162648
423,0.481691969
424,0.814477618
425,0.586619111
426,0.906597384
427,0.205999796
428,0.0227238869
429,7.34660371
430,0.329345795
431,4.32329362
432,0.622856878
433,0.153990818
434,0.707495829
435,0.0114453339
436,0.0261417356
437,1.21193948
438,0.610703884
439,0.140575385
440,0.0157943754
441,0.135873093
442,0.137587229
443,0.0125884774
444,0.0401432173
445,0.0202325985
446,0.0230319682
447,1.71096971
448,0.0830464255
449,0.350672893
450,0.115566369
451,2.2410258
452,0.0875008633
453,0.16467753
454,1.02219271
455,0.112279397
456,0.028255451
457,0.814156797
458,0.678932296
459,0.00848034154
460,0.00173845842
461,0.0222710307
462,0.0642268313
463,0.00788386844
464,0.254039621
465,0.392782734
466,0.321548792
467,0.226675985
468,0.10568808
469,0.215099774
470,0.0948577507
471,0.315260923
472,1.43226505
473,0.375912391
474,0.398273761
475,0.861019892
476,0.0261950128
477,0.251244884
478,2.01636161
479,0.0593206954
480,0.170844946
481,0.00655193827
482,0.354984872
483,0.662168507
484,1.20657586
485,0.10177568
486,0.46651723
487,0.646978712
488,0.0355289479
489,0.287784941
490,3.90457068
491,0.966180991
492,0.239287626
493,0.0157619459
494,0.887118774
495,0.68436773
496,0.399153993
497,0.603919147
498,0.0760196251
499,0.0689476551
500,2.61954877
501,0.502948416
502,4.51783071
503,0.163848259
504,1.95872957
505,2.72580553
506,0.700991608
507,0.30491449
508,0.18050781
509,1.56700936
510,0.0176757558
511,0.292610235
512,0.265081902
513,0.721898047
514,0.619186542
515,0.0174494434
516,0.458678532
517,1.13511954
518,0.308185478
519,0.201289395
520,0.930922598
521,0.119743302
522,0.949902372
523,0.956763665
524,0.998596812
525,0.0247507372
526,1.06214714
527,0.0932200557
528,0.0164580242
529,0.00906059972
530,1.74827047
531,0.315922256
532,1.58806405
533,1.13282399
534,0.93887758
535,1.86161217
536,0.809100095
537,0.00865291336
538,0.394660176
539,0.0250414455
540,0.368883274
541,0.0585099553
542,0.683976258
543,0.72771337
544,0.931235776
545,0.0210780846
546,0.0386943088
547,0.00725033298
548,2.28286346
549,0.655580665
550,0.0108731831
551,2.4314617
552,0.767223052
553,0.771941096
554,0.214321927
555,1.47117201
556,0.285455106
557,0.241273939
558,1.65454104
559,0.400936463
560,0.077650371
561,0.136093151
562,0.571194202
563,0.242798131
564,0.0381476383
565,0.435718372
566,0.12999291
567,2.15158958
568,0.47349307
569,0.0204237015
570,1.80810679
571,1.29183908
572,0.603612224
573,0.0714435764
574,0.123607753
575,0.503488137
576,0.0416674087
577,0.404951943
578,0.182239319
579,2.60610322
580,0.737017192
581,0.358341336
582,0.127141422
583,0.33978697
584,0.32727725
585,0.507453815
586,0.382274384
587,0.171155344
588,0.278236739
589,0.00427607497
590,0.418549213
591,0.680019846
592,0.523984805
593,0.0342931483
594,0.00311555844
595,0.0548928962
596,0.744094953
597,0.528041981
598,0.177565982
599,0.0582609422
600,0.00186586047
601,0.14834575
602,0.241346906
603,0.269591933
604,0.574710498
605,0.726808816
606,1.78759623
607,0.520820603
608,0.108385528
609,0.127286197
610,0.675726398
611,2.31969886
612,0.950078534
613,0.0100879233
614,0.581450064
615,1.51326378
616,0.512693512
617,0.107143938
618,0.0211290453
619,0.0111036649
620,0.660296856
621,0.838593662
622,0.0454095534
623,0.118659922
624,1.08697084
625,1.57901133
626,0.258330753
627,0.199704978
628,0.385209263
629,2.0701878
630,0.199678339
631,0.296340566
632,0.0770040953
633,0.747555655
634,1.49712195
635,0.259038413
636,0.102196107
637,0.0472059218
638,2.09474975
639,0.252801505
640,0.30147255
641,0.143555434
642,0.151693991
643,0.385625173
644,0.151237776
645,0.00714030395
646,0.0557962923
647,0.501886347
648,0.64122709
649,0.112844599
650,1.84569039
651,0.162738703
652,0.00563001093
653,0.0969239797
654,0.0669242794
655,0.00626123
656,0.818401601
657,0.286184308
658,0.243220874
659,0.0232914051
660,0.0516198226
661,0.588782629
662,0.934117378
663,0.20762475
664,0.175140711
665,0.340144853
666,1.29435816
667,0.273191619
668,0.357573449
669,2.23083248
670,0.190863278
671,0.132220129
672,0.918680886
673,0.680561884
674,1.57513599
675,0.684064281
676,1.08651335
677,0.23796612
678,0.00701406009
679,0.231703732
680,0.986978791
681,0.788967102
682,1.20907988
683,0.0500736254
684,0.629810712
685,0.250145753
686,0.521056875
687,0.2690858
688,0.119391904
689,2.75411541
690,0.555350024
691,0.0293916453
692,0.601071133
693,0.0315458975
694,0.483033165
695,0.239168331
696,0.0628230926
697,0.250998188
698,0.0135092466
699,1.48626266
700,0.380466434
701,0.931184815
702,0.160761656
703,0.546120327
704,0.556036836
705,0.133638925
706,0.00241832192
707,0.0171066163
708,0.00587207477
709,0.177289172
710,0.155240516
711,0.915938268
712,0.741277052
713,0.129258612
714,0.506703301
715,0.916630872
716,0.816708312
717,0.227789015
718,0.243564859
719,0.0225408914
720,0.342030403
721,0.0485355356
722,1.98387757
723,0.0782341039
724,0.488816058
725,0.291715872
726,0.206128356
727,0.0129637343
728,0.150672574
729,0.41305587
730,0.0169653158
731,1.07417736
732,0.01372583
733,0.0148678153
734,0.0494968417
735,0.236033084
736,0.206937938
737,0.216052973
738,0.0603144312
739,0.542045779
740,0.306248968
741,0.0615398069
742,0.404102982
743,0.237834085
744,0.0815813023
745,0.107881711
746,0.225905782
747,1.11259023
748,0.209289084
749,1.9341931
750,0.0796841705
751,0.0626400971
752,0.079386513
753,1.23591538
754,0.755386247
755,0.18165327
756,0.880928194
757,0.713100359
758,0.0825345011
759,0.122571164
760,0.270619257
761,0.226323892
762,0.183733398
763,1.13271512
764,1.579558
765,0.0526494625
766,0.662067744
767,0.682889866
768,0.0899713042
769,0.91826625
770,0.145802343
771,0.276941871
772,0.0386653538
773,0.590979735
774,0.503080451
775,0.0370322917
776,0.612030023
777,0.345265256
778,0.585745829
779,0.799292456
780,0.175569245
781,0.0455589612
782,0.228476986
783,0.0146616557
784,0.206691241
785,0.00772635326
786,0.0448767813
787,0.173677904
788,0.603955051
789,0.0558287219
790,0.944509908
791,0.0119155632
792,2.24341516
793,0.591541462
794,1.50034638
795,0.195906081
796,0.121139629
797,0.285408314
798,0.119460238
799,0.004808847
800,0.373884382
801,0.0590299871
802,0.254859627
803,1.39181028
804,1.99952948
805,0.11034057
806,0.751450683
807,0.035211601
808,0.387750354
809,0.330530634
810,0.224256504
811,0.724798181
812,0.936154652
813,0.323718101
814,0.0660150922
815,0.719224922
816,0.0681647117
817,0.102746252
818,0.259216776
819,0.00873051272
820,0.404273238
821,0.713675985
822,0.596228698
823,0.399866286
824,0.377931133
825,0.312068924
826,0.808911308
827,0.193393945
828,0.0653085902
829,1.13149321
830,0.609659187
831,0.0679504447
832,0.343717901
833,0.0145493103
834,0.721043296
835,0.113143415
836,0.196478232
837,0.85532618
838,0.392883497
839,0.70652989
840,0.361754552
841,0.00672682647
842,0.407124727
843,0.00835873044
844,0.482472596
845,0.0283191519
846,0.0466835735
847,0.100946409
848,0.20020532
849,0.876258331
850,1.65533788
851,0.326163061
852,0.588550989
853,0.02762539
854,0.0390128139
855,0.0856604833
856,0.609674244
857,0.551296323
858,0.00760821681
859,0.841447467
860,0.121748842
861,0.283530872
862,0.366945605
863,0.336427031
864,0.468198937
865,0.204852019
866,0.48312582
867,0.254084791
868,0.313805066
869,0.046148485
870,0.387961147
871,0.186854747
872,0.270283378
873,0.131079302
874,2.21726069
875,1.67652252
876,0.190690706
877,0.551327595
878,0.209853127
879,0.452263261
880,0.701119937
881,0.800723992
882,0.0934574867
883,0.0841930437
884,0.489763466
885,0.00378499813
886,0.182109601
887,0.0393510083
888,0.0359493745
889,0.495299662
890,0.162655313
891,0.158995401
892,0.101427062
893,1.16046675
894,0.0949550395
895,0.0919877307
896,0.595436489
897,2.96730416
898,0.358059314
899,0.602965369
900,0.000120568597
901,0.858320011
902,0.255952968
903,0.125003847
904,0.302442659
905,0.148257727
906,0.0815952007
907,0.334880834
908,0.302692135
909,0.71360186
910,0.0541724957
911,0.0158650256
912,0.00584543622
913,1.05661673
914,0.417521889
915,0.231810286
916,1.42817777
917,0.995971057
918,0.875856435
919,0.213626543
920,0.0591712876
921,0.205214536
922,0.537393289
923,1.95544607
924,0.0238276517
925,0.00675230692
926,0.103578998
927,0.354375659
928,0.0978030536
929,0.27297851
930,0.858081538
931,0.127712414
932,1.10324703
933,0.0774928557
934,1.08197205
935,0.0131594701
936,0.088645165
937,0.00554314596
938,0.265100896
939,0.97148161
940,0.273631735
941,0.784670179
942,0.0824105737
943,0.248045936
944,3.24353953
945,0.318414702
946,0.659991091
947,0.566194252
948,1.53598188
949,0.985323723
950,0.169655475
951,0.370881169
952,1.42387621
953,0.0407431649
954,0.666917128
955,0.333001075
956,1.57447466
957,0.446171128
958,0.0184426001
959,0.000965359825
960,0.499081186
961,1.49048198
962,0.0192481284
963,0.0660556293
964,0.628709263
965,0.122706673
966,0.00964664911
967,0.217361739
968,0.215331414
969,0.0255105166
970,0.283226265
971,0.486027112
972,0.245115689
973,0.672413946
974,0.761649793
975,0.83093101
976,0.412504566
977,0.427400178
978,0.0346243935
979,1.26398205
980,0.633966334
981,1.34046032
982,0.0395038908
983,0.0506758895
984,0.303939517
985,0.0540891053
986,0.987864814
987,0.769994625
988,0.858198516
989,0.758947712
990,1.04807037
991,0.0346765125
992,0.374462324
993,0.000683338068
994,0.634854673
995,0.481730189
996,0.360707539
997,0.37100278
998,0.00374214466
999,0.0373878591
1000,0.124213492
1001,0.0592268812
1002,0.0753467109
1003,0.0399972841
1004,0.383431426
1005,0.00443938119
1006,0.0150299633
1007,0.158082739
1008,0.0256263365
1009,0.220203962
1010,0.0254340753
1011,0.139615237
1012,0.0050763913
1013,0.0122722888
1014,0.00312250758
1015,0.124968638
1016,0.235936953
1017,0.360789771
1018,1.19687709
1019,0.511438023
1020,0.254892057
1021,0.731782128
1022,0.0394633538
1023,0.0099060859
1024,0.738608559
1025,1.03648374
1026,0.00605970316
1027,0.341425823
1028,0.559482482
1029,0.46159488
1030,0.0237743745
1031,0.0430780965
1032,1.12327694
1033,0.155464048
1034,0.0715721366
1035,0.0587636011
1036,0.0378708285
1037,0.0367531655
1038,0.930250147
1039,0.77635546
1040,0.0240442351
1041,0.139938375
1042,0.139341902
1043,0.0362007039
1044,0.147951962
1045,0.0252974077
1046,0.173299172
1047,0.121407173
1048,0.523438135
1049,0.231504521
1050,0.944629202
1051,0.270111965
1052,0.00460152921
1053,0.510953896
1054,0.564910966
1055,0.164142442
1056,0.0339352644
1057,0.147296421
1058,0.00393672236
1059,0.0611101146
1060,0.73090537
1061,0.00307386324
1062,0.282230213
1063,0.244280627
1064,0.382805998
1065,0.644201348
1066,1.36976857
1067,0.238632085
1068,0.317265768
1069,0.161212196
1070,0.448462048
1071,0.57196093
1072,0.0633118531
1073,1.55318694
1074,0.658404357
1075,0.859720623
1076,0.700078483
1077,0.02147998
1078,0.0201156202
1079,0.0454176608
1080,0.254251572
1081,1.52811191
1082,0.0423854928
1083,1.23715466
1084,2.71817994
1085,0.00104469655
1086,0.0411033652
1087,0.997322676
1088,0.000653224861
1089,0.239320056
1090,0.0221007754
1091,0.410521728
1092,1.03498619
1093,0.104869233
1094,0.0315354737
1095,0.00966749671
1096,0.465861805
1097,0.218049594
1098,0.469615416
1099,0.666487436
1100,0.082088594
1101,0.861258481
1102,0.3516979
1103,0.403307299
1104,0.0668455218
1105,0.158805456
1106,1.45622127
1107,0.00446486155
1108,1.39848267
1109,1.35145048
1110,0.0279415787
1111,0.371335184
1112,0.381409209
1113,0.15729053
1114,1.39633305
1115,0.0673551299
1116,0.0189134084
1117,0.108939148
1118,0.126153477
1119,0.324547372
1120,0.0765442898
1121,0.416813071
1122,0.3630749
1123,0.149381181
1124,0.544808086
1125,0.10690419
1126,0.264853736
1127,0.00977289289
1128,1.0940486
1129,0.0582308291
1130,0.0515595962
1131,0.711573041
1132,1.78158366
1133,0.230667142
1134,1.27706971
1135,0.604932572
1136,0.452143966
1137,1.27408271
1138,0.0986512036
1139,1.03896773
1140,0.136192756
1141,0.309323989
1142,0.0356806721
1143,0.181862904
1144,0.397698135
1145,0.922758909
1146,0.82694101
1147,0.656383298
1148,0.357216724
1149,0.843626042
1150,0.153051517
1151,0.993186744
1152,2.07872026
1153,1.05088712
